domain,metric,value,source_phase,source_file,verification_status
gap_validation,LEVEL_GAP_corr,-7.340726334084667e-17,16,results/16_gap_profile_validation/level_gap_correlation.csv,VERIFIED
alt_model,BIC_reference_k6,2129.1734426912567,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_covariance_full,18768.870259071464,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_covariance_diag,20087.55547929742,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_covariance_spherical,26200.78835804213,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_mean_scores,2129.1734426912567,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_factor_scores,3184.310581976177,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_seed_1,2128.6883385427004,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_seed_2,2129.7681951862,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_seed_3,2128.6883385427,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_seed_4,2149.02852968257,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,BIC_seed_5,2149.0285296825705,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_reference_k6,0.0,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_covariance_full,2.0316383944950926,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_covariance_diag,2.103240290621774,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_covariance_spherical,2.2606461166715826,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_mean_scores,0.0,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_factor_scores,2.3802627697215386,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_seed_1,0.2103373308457723,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_seed_2,0.3178273015713735,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_seed_3,0.2103373308457728,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_seed_4,0.4015811665020292,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
alt_model,matching_distance_seed_5,0.4015811665020291,17,results/17_alternative_model_validation/phase17_master.csv,VERIFIED
predictor,N,1166,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,K_frozen,7,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,reference_profile,0,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,n_predictors,13,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,n_tests,78,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,log_likelihood,-1480.326532132418,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,AIC,3128.653064264836,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,BIC,3553.8051510853124,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,McFadden_pseudo_R2,0.2982477700301479,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,n_FDR_significant,19,18,results/18_profile_predictors/phase18_master.csv,VERIFIED
predictor,OR_max_abs_diff_vs_exp_beta,4.440892098500626e-16,18,results/18_profile_predictors/multinomial_results.csv,VERIFIED
predictor,CI_lower_max_abs_diff,4.440892098500626e-16,18,results/18_profile_predictors/multinomial_results.csv,VERIFIED
predictor,CI_upper_max_abs_diff,1.7763568394002505e-15,18,results/18_profile_predictors/multinomial_results.csv,VERIFIED
multicollinearity,VIF_min,1.9938715377993597,18B,results/18B_predictor_multicollinearity/vif_full.csv,VERIFIED
multicollinearity,VIF_max,67.44221815766522,18B,results/18B_predictor_multicollinearity/vif_full.csv,VERIFIED
multicollinearity,VIF_predictor_max,COVID,18B,results/18B_predictor_multicollinearity/vif_full.csv,VERIFIED
multicollinearity,condition_number_corr,18.40200541547924,18B,results/18B_predictor_multicollinearity/condition_diagnostics.csv,VERIFIED
multicollinearity,smallest_eigenvalue,0.2608860167923332,18B,results/18B_predictor_multicollinearity/condition_diagnostics.csv,VERIFIED
multicollinearity,n_pairs_abs_r_ge_0.70,1,18B,results/18B_predictor_multicollinearity/high_correlation_pairs.csv,VERIFIED
multicollinearity,max_abs_beta_diff_vs_phase18,2.220446049250313e-16,18B,results/18B_predictor_multicollinearity/phase18B_master.csv,VERIFIED
