respondent,INT_raw,BE_raw,z_INT,z_BE,GAP
39,4.0,2.5,0.14239660019649758,-1.7089232906574723,1.8513198908539699
40,4.0,3.5,0.14239660019649758,-0.38273057391430226,0.5251271741107999
41,4.666666666666667,4.5,1.0139684418191564,0.9434621428288676,0.07050629899028871
42,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
43,3.6666666666666665,4.25,-0.2933893206148318,0.6119139636430752,-0.905303284257907
44,4.0,4.5,0.14239660019649758,0.9434621428288676,-0.8010655426323701
45,3.6666666666666665,3.5,-0.2933893206148318,-0.38273057391430226,0.08934125329947046
46,3.0,3.25,-1.16496116223749,-0.7142787531000948,-0.4506824091373952
47,2.6666666666666665,3.75,-1.6007470830488193,-0.05118239472850978,-1.5495646883203096
48,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
49,4.666666666666667,4.0,1.0139684418191564,0.2803657844572827,0.7336026573618737
50,3.0,3.5,-1.16496116223749,-0.38273057391430226,-0.7822305883231877
51,3.6666666666666665,3.25,-0.2933893206148318,-0.7142787531000948,0.420889432485263
52,4.0,3.5,0.14239660019649758,-0.38273057391430226,0.5251271741107999
53,3.6666666666666665,4.0,-0.2933893206148318,0.2803657844572827,-0.5737551050721146
54,2.333333333333333,2.75,-2.0365330038601486,-1.3773751114716797,-0.6591578923884689
55,3.6666666666666665,3.25,-0.2933893206148318,-0.7142787531000948,0.420889432485263
56,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
57,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
58,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
59,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
60,5.0,4.0,1.4497543626304852,0.2803657844572827,1.1693885781732025
61,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
62,3.333333333333333,3.5,-0.7291752414261612,-0.38273057391430226,-0.34644466751185893
63,5.0,4.75,1.4497543626304852,1.2750103220146602,0.17474404061582494
64,4.666666666666667,4.75,1.0139684418191564,1.2750103220146602,-0.2610418801955039
65,5.0,4.5,1.4497543626304852,0.9434621428288676,0.5062922198016175
66,4.666666666666667,4.75,1.0139684418191564,1.2750103220146602,-0.2610418801955039
67,5.0,3.75,1.4497543626304852,-0.05118239472850978,1.500936757358995
68,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
69,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
70,4.0,4.5,0.14239660019649758,0.9434621428288676,-0.8010655426323701
71,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
72,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
73,4.666666666666667,5.0,1.0139684418191564,1.6065585012004526,-0.5925900593812963
74,2.6666666666666665,2.5,-1.6007470830488193,-1.7089232906574723,0.10817620760865299
75,4.0,4.25,0.14239660019649758,0.6119139636430752,-0.4695173634465776
76,3.0,3.5,-1.16496116223749,-0.38273057391430226,-0.7822305883231877
77,4.0,3.25,0.14239660019649758,-0.7142787531000948,0.8566753532965924
78,4.666666666666667,4.5,1.0139684418191564,0.9434621428288676,0.07050629899028871
79,3.6666666666666665,3.5,-0.2933893206148318,-0.38273057391430226,0.08934125329947046
80,1.6666666666666667,4.25,-2.9081048454828062,0.6119139636430752,-3.5200188091258813
81,4.0,4.75,0.14239660019649758,1.2750103220146602,-1.1326137218181627
82,4.0,5.0,0.14239660019649758,1.6065585012004526,-1.464161901003955
83,3.6666666666666665,4.25,-0.2933893206148318,0.6119139636430752,-0.905303284257907
84,3.6666666666666665,3.25,-0.2933893206148318,-0.7142787531000948,0.420889432485263
85,3.0,3.5,-1.16496116223749,-0.38273057391430226,-0.7822305883231877
86,4.333333333333333,4.25,0.5781825210078264,0.6119139636430752,-0.03373144263524874
87,4.333333333333333,3.25,0.5781825210078264,-0.7142787531000948,1.292461274107921
88,4.666666666666667,4.75,1.0139684418191564,1.2750103220146602,-0.2610418801955039
89,4.333333333333333,5.0,0.5781825210078264,1.6065585012004526,-1.0283759801926262
90,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
91,3.6666666666666665,4.0,-0.2933893206148318,0.2803657844572827,-0.5737551050721146
92,3.6666666666666665,4.5,-0.2933893206148318,0.9434621428288676,-1.2368514634436996
93,5.0,3.75,1.4497543626304852,-0.05118239472850978,1.500936757358995
94,4.333333333333333,4.25,0.5781825210078264,0.6119139636430752,-0.03373144263524874
95,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
96,4.0,5.0,0.14239660019649758,1.6065585012004526,-1.464161901003955
97,4.0,5.0,0.14239660019649758,1.6065585012004526,-1.464161901003955
98,4.0,5.0,0.14239660019649758,1.6065585012004526,-1.464161901003955
99,4.333333333333333,3.75,0.5781825210078264,-0.05118239472850978,0.6293649157363362
100,4.333333333333333,4.0,0.5781825210078264,0.2803657844572827,0.2978167365505437
101,4.666666666666667,5.0,1.0139684418191564,1.6065585012004526,-0.5925900593812963
102,4.333333333333333,4.75,0.5781825210078264,1.2750103220146602,-0.6968278010068338
103,4.666666666666667,5.0,1.0139684418191564,1.6065585012004526,-0.5925900593812963
104,4.333333333333333,4.25,0.5781825210078264,0.6119139636430752,-0.03373144263524874
105,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
106,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
107,4.0,5.0,0.14239660019649758,1.6065585012004526,-1.464161901003955
108,4.666666666666667,4.5,1.0139684418191564,0.9434621428288676,0.07050629899028871
109,4.333333333333333,5.0,0.5781825210078264,1.6065585012004526,-1.0283759801926262
110,4.333333333333333,4.75,0.5781825210078264,1.2750103220146602,-0.6968278010068338
111,4.0,4.5,0.14239660019649758,0.9434621428288676,-0.8010655426323701
112,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
113,5.0,4.5,1.4497543626304852,0.9434621428288676,0.5062922198016175
114,4.333333333333333,4.75,0.5781825210078264,1.2750103220146602,-0.6968278010068338
115,3.6666666666666665,4.25,-0.2933893206148318,0.6119139636430752,-0.905303284257907
116,4.666666666666667,4.25,1.0139684418191564,0.6119139636430752,0.4020544781760812
117,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
118,4.666666666666667,5.0,1.0139684418191564,1.6065585012004526,-0.5925900593812963
119,4.333333333333333,3.75,0.5781825210078264,-0.05118239472850978,0.6293649157363362
120,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
121,3.6666666666666665,4.5,-0.2933893206148318,0.9434621428288676,-1.2368514634436996
122,3.0,3.5,-1.16496116223749,-0.38273057391430226,-0.7822305883231877
123,3.0,2.5,-1.16496116223749,-1.7089232906574723,0.5439621284199823
124,5.0,4.25,1.4497543626304852,0.6119139636430752,0.83784039898741
125,5.0,4.0,1.4497543626304852,0.2803657844572827,1.1693885781732025
126,5.0,4.75,1.4497543626304852,1.2750103220146602,0.17474404061582494
127,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
128,4.333333333333333,4.25,0.5781825210078264,0.6119139636430752,-0.03373144263524874
129,4.666666666666667,4.75,1.0139684418191564,1.2750103220146602,-0.2610418801955039
130,4.0,4.25,0.14239660019649758,0.6119139636430752,-0.4695173634465776
131,4.666666666666667,3.5,1.0139684418191564,-0.38273057391430226,1.3966990157334587
132,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
133,4.333333333333333,3.75,0.5781825210078264,-0.05118239472850978,0.6293649157363362
134,3.6666666666666665,3.0,-0.2933893206148318,-1.0458269322858873,0.7524376116710555
135,3.6666666666666665,3.5,-0.2933893206148318,-0.38273057391430226,0.08934125329947046
136,3.6666666666666665,3.5,-0.2933893206148318,-0.38273057391430226,0.08934125329947046
137,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
138,4.333333333333333,3.25,0.5781825210078264,-0.7142787531000948,1.292461274107921
139,3.333333333333333,4.0,-0.7291752414261612,0.2803657844572827,-1.0095410258834439
140,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
141,4.333333333333333,4.0,0.5781825210078264,0.2803657844572827,0.2978167365505437
142,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
143,4.0,4.25,0.14239660019649758,0.6119139636430752,-0.4695173634465776
144,4.666666666666667,3.5,1.0139684418191564,-0.38273057391430226,1.3966990157334587
145,4.0,3.5,0.14239660019649758,-0.38273057391430226,0.5251271741107999
146,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
147,4.666666666666667,4.5,1.0139684418191564,0.9434621428288676,0.07050629899028871
148,2.333333333333333,4.5,-2.0365330038601486,0.9434621428288676,-2.979995146689016
149,5.0,3.25,1.4497543626304852,-0.7142787531000948,2.16403311573058
150,4.333333333333333,3.5,0.5781825210078264,-0.38273057391430226,0.9609130949221287
151,5.0,4.0,1.4497543626304852,0.2803657844572827,1.1693885781732025
152,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
153,5.0,4.0,1.4497543626304852,0.2803657844572827,1.1693885781732025
154,5.0,4.25,1.4497543626304852,0.6119139636430752,0.83784039898741
155,5.0,4.25,1.4497543626304852,0.6119139636430752,0.83784039898741
156,4.0,4.25,0.14239660019649758,0.6119139636430752,-0.4695173634465776
157,4.666666666666667,3.5,1.0139684418191564,-0.38273057391430226,1.3966990157334587
158,3.6666666666666665,4.0,-0.2933893206148318,0.2803657844572827,-0.5737551050721146
159,4.666666666666667,4.25,1.0139684418191564,0.6119139636430752,0.4020544781760812
160,3.6666666666666665,3.25,-0.2933893206148318,-0.7142787531000948,0.420889432485263
161,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
162,4.333333333333333,3.5,0.5781825210078264,-0.38273057391430226,0.9609130949221287
163,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
164,2.333333333333333,2.75,-2.0365330038601486,-1.3773751114716797,-0.6591578923884689
165,2.0,2.25,-2.4723189246714776,-2.040471469843265,-0.43184745482821274
166,3.6666666666666665,3.0,-0.2933893206148318,-1.0458269322858873,0.7524376116710555
167,4.333333333333333,5.0,0.5781825210078264,1.6065585012004526,-1.0283759801926262
168,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
169,4.333333333333333,4.0,0.5781825210078264,0.2803657844572827,0.2978167365505437
170,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
171,4.333333333333333,5.0,0.5781825210078264,1.6065585012004526,-1.0283759801926262
172,4.333333333333333,3.5,0.5781825210078264,-0.38273057391430226,0.9609130949221287
173,4.0,3.5,0.14239660019649758,-0.38273057391430226,0.5251271741107999
174,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
175,4.666666666666667,3.5,1.0139684418191564,-0.38273057391430226,1.3966990157334587
176,3.333333333333333,3.25,-0.7291752414261612,-0.7142787531000948,-0.014896488326066382
177,4.666666666666667,4.0,1.0139684418191564,0.2803657844572827,0.7336026573618737
178,4.333333333333333,5.0,0.5781825210078264,1.6065585012004526,-1.0283759801926262
179,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
180,4.0,3.5,0.14239660019649758,-0.38273057391430226,0.5251271741107999
181,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
182,4.666666666666667,5.0,1.0139684418191564,1.6065585012004526,-0.5925900593812963
183,1.3333333333333333,1.75,-3.343890766294136,-2.7035678282148496,-0.6403229380792865
184,5.0,4.0,1.4497543626304852,0.2803657844572827,1.1693885781732025
185,4.666666666666667,3.5,1.0139684418191564,-0.38273057391430226,1.3966990157334587
186,3.333333333333333,3.25,-0.7291752414261612,-0.7142787531000948,-0.014896488326066382
187,3.333333333333333,3.5,-0.7291752414261612,-0.38273057391430226,-0.34644466751185893
188,4.0,4.25,0.14239660019649758,0.6119139636430752,-0.4695173634465776
189,4.333333333333333,3.75,0.5781825210078264,-0.05118239472850978,0.6293649157363362
190,5.0,4.5,1.4497543626304852,0.9434621428288676,0.5062922198016175
191,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
192,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
193,4.333333333333333,3.25,0.5781825210078264,-0.7142787531000948,1.292461274107921
194,4.666666666666667,3.75,1.0139684418191564,-0.05118239472850978,1.065150836547666
195,4.666666666666667,3.75,1.0139684418191564,-0.05118239472850978,1.065150836547666
196,4.333333333333333,3.75,0.5781825210078264,-0.05118239472850978,0.6293649157363362
197,5.0,3.0,1.4497543626304852,-1.0458269322858873,2.4955812949163727
198,4.333333333333333,5.0,0.5781825210078264,1.6065585012004526,-1.0283759801926262
199,4.666666666666667,4.0,1.0139684418191564,0.2803657844572827,0.7336026573618737
200,5.0,4.25,1.4497543626304852,0.6119139636430752,0.83784039898741
201,4.333333333333333,2.75,0.5781825210078264,-1.3773751114716797,1.955557632479506
202,4.333333333333333,4.0,0.5781825210078264,0.2803657844572827,0.2978167365505437
203,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
204,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
205,5.0,4.5,1.4497543626304852,0.9434621428288676,0.5062922198016175
206,4.666666666666667,4.0,1.0139684418191564,0.2803657844572827,0.7336026573618737
207,3.333333333333333,3.5,-0.7291752414261612,-0.38273057391430226,-0.34644466751185893
208,3.333333333333333,3.5,-0.7291752414261612,-0.38273057391430226,-0.34644466751185893
209,4.666666666666667,3.5,1.0139684418191564,-0.38273057391430226,1.3966990157334587
210,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
211,4.333333333333333,3.25,0.5781825210078264,-0.7142787531000948,1.292461274107921
212,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
213,3.6666666666666665,2.75,-0.2933893206148318,-1.3773751114716797,1.0839857908568478
214,4.333333333333333,4.5,0.5781825210078264,0.9434621428288676,-0.36527962182104123
215,4.333333333333333,5.0,0.5781825210078264,1.6065585012004526,-1.0283759801926262
216,4.333333333333333,4.25,0.5781825210078264,0.6119139636430752,-0.03373144263524874
217,4.333333333333333,3.5,0.5781825210078264,-0.38273057391430226,0.9609130949221287
218,4.333333333333333,3.75,0.5781825210078264,-0.05118239472850978,0.6293649157363362
219,3.0,4.25,-1.16496116223749,0.6119139636430752,-1.776875125880565
220,3.333333333333333,3.75,-0.7291752414261612,-0.05118239472850978,-0.6779928466976514
221,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
222,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
223,3.6666666666666665,4.0,-0.2933893206148318,0.2803657844572827,-0.5737551050721146
224,5.0,4.0,1.4497543626304852,0.2803657844572827,1.1693885781732025
225,4.666666666666667,4.25,1.0139684418191564,0.6119139636430752,0.4020544781760812
226,5.0,4.0,1.4497543626304852,0.2803657844572827,1.1693885781732025
227,4.333333333333333,4.25,0.5781825210078264,0.6119139636430752,-0.03373144263524874
228,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
229,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
230,4.0,4.25,0.14239660019649758,0.6119139636430752,-0.4695173634465776
231,5.0,4.5,1.4497543626304852,0.9434621428288676,0.5062922198016175
232,3.0,4.0,-1.16496116223749,0.2803657844572827,-1.4453269466947727
233,2.6666666666666665,2.75,-1.6007470830488193,-1.3773751114716797,-0.22337197157713962
234,2.6666666666666665,2.75,-1.6007470830488193,-1.3773751114716797,-0.22337197157713962
235,4.0,4.5,0.14239660019649758,0.9434621428288676,-0.8010655426323701
236,4.666666666666667,3.5,1.0139684418191564,-0.38273057391430226,1.3966990157334587
237,4.666666666666667,4.25,1.0139684418191564,0.6119139636430752,0.4020544781760812
238,4.666666666666667,4.5,1.0139684418191564,0.9434621428288676,0.07050629899028871
239,4.333333333333333,3.5,0.5781825210078264,-0.38273057391430226,0.9609130949221287
240,4.333333333333333,3.5,0.5781825210078264,-0.38273057391430226,0.9609130949221287
241,2.6666666666666665,2.5,-1.6007470830488193,-1.7089232906574723,0.10817620760865299
242,2.6666666666666665,2.75,-1.6007470830488193,-1.3773751114716797,-0.22337197157713962
243,2.333333333333333,2.75,-2.0365330038601486,-1.3773751114716797,-0.6591578923884689
244,2.6666666666666665,3.0,-1.6007470830488193,-1.0458269322858873,-0.554920150762932
245,3.0,2.5,-1.16496116223749,-1.7089232906574723,0.5439621284199823
246,3.0,2.5,-1.16496116223749,-1.7089232906574723,0.5439621284199823
247,2.6666666666666665,3.0,-1.6007470830488193,-1.0458269322858873,-0.554920150762932
248,2.6666666666666665,2.75,-1.6007470830488193,-1.3773751114716797,-0.22337197157713962
249,2.6666666666666665,3.0,-1.6007470830488193,-1.0458269322858873,-0.554920150762932
250,2.6666666666666665,2.75,-1.6007470830488193,-1.3773751114716797,-0.22337197157713962
251,2.6666666666666665,2.5,-1.6007470830488193,-1.7089232906574723,0.10817620760865299
252,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
253,4.666666666666667,4.25,1.0139684418191564,0.6119139636430752,0.4020544781760812
254,2.6666666666666665,2.75,-1.6007470830488193,-1.3773751114716797,-0.22337197157713962
255,2.6666666666666665,2.75,-1.6007470830488193,-1.3773751114716797,-0.22337197157713962
256,3.6666666666666665,4.5,-0.2933893206148318,0.9434621428288676,-1.2368514634436996
257,4.0,3.25,0.14239660019649758,-0.7142787531000948,0.8566753532965924
258,3.6666666666666665,3.75,-0.2933893206148318,-0.05118239472850978,-0.24220692588632203
259,3.6666666666666665,4.5,-0.2933893206148318,0.9434621428288676,-1.2368514634436996
260,4.333333333333333,3.75,0.5781825210078264,-0.05118239472850978,0.6293649157363362
261,5.0,4.75,1.4497543626304852,1.2750103220146602,0.17474404061582494
262,4.666666666666667,3.5,1.0139684418191564,-0.38273057391430226,1.3966990157334587
263,2.6666666666666665,3.0,-1.6007470830488193,-1.0458269322858873,-0.554920150762932
264,4.666666666666667,4.0,1.0139684418191564,0.2803657844572827,0.7336026573618737
265,3.0,2.75,-1.16496116223749,-1.3773751114716797,0.21241394923418966
266,3.333333333333333,4.0,-0.7291752414261612,0.2803657844572827,-1.0095410258834439
267,5.0,4.0,1.4497543626304852,0.2803657844572827,1.1693885781732025
268,4.333333333333333,3.75,0.5781825210078264,-0.05118239472850978,0.6293649157363362
269,3.6666666666666665,2.5,-0.2933893206148318,-1.7089232906574723,1.4155339700426404
270,3.333333333333333,3.25,-0.7291752414261612,-0.7142787531000948,-0.014896488326066382
271,3.6666666666666665,3.25,-0.2933893206148318,-0.7142787531000948,0.420889432485263
272,4.333333333333333,4.75,0.5781825210078264,1.2750103220146602,-0.6968278010068338
273,4.0,5.0,0.14239660019649758,1.6065585012004526,-1.464161901003955
274,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
275,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
276,4.666666666666667,4.75,1.0139684418191564,1.2750103220146602,-0.2610418801955039
277,4.666666666666667,4.5,1.0139684418191564,0.9434621428288676,0.07050629899028871
278,4.333333333333333,4.75,0.5781825210078264,1.2750103220146602,-0.6968278010068338
279,3.0,4.75,-1.16496116223749,1.2750103220146602,-2.4399714842521503
280,4.0,4.25,0.14239660019649758,0.6119139636430752,-0.4695173634465776
281,4.333333333333333,5.0,0.5781825210078264,1.6065585012004526,-1.0283759801926262
282,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
283,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
284,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
285,4.333333333333333,4.0,0.5781825210078264,0.2803657844572827,0.2978167365505437
286,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
287,4.0,4.5,0.14239660019649758,0.9434621428288676,-0.8010655426323701
288,3.6666666666666665,3.5,-0.2933893206148318,-0.38273057391430226,0.08934125329947046
289,3.0,4.5,-1.16496116223749,0.9434621428288676,-2.1084233050663577
290,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
291,4.666666666666667,4.75,1.0139684418191564,1.2750103220146602,-0.2610418801955039
292,3.333333333333333,5.0,-0.7291752414261612,1.6065585012004526,-2.335733742626614
293,4.666666666666667,4.5,1.0139684418191564,0.9434621428288676,0.07050629899028871
294,4.666666666666667,5.0,1.0139684418191564,1.6065585012004526,-0.5925900593812963
295,4.333333333333333,4.25,0.5781825210078264,0.6119139636430752,-0.03373144263524874
296,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
297,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
298,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
299,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
300,3.0,5.0,-1.16496116223749,1.6065585012004526,-2.7715196634379424
301,5.0,5.0,1.4497543626304852,1.6065585012004526,-0.15680413856996744
302,3.0,4.0,-1.16496116223749,0.2803657844572827,-1.4453269466947727
303,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
304,3.0,4.0,-1.16496116223749,0.2803657844572827,-1.4453269466947727
305,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
306,4.0,3.0,0.14239660019649758,-1.0458269322858873,1.1882235324823849
307,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
308,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
309,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
310,4.0,3.0,0.14239660019649758,-1.0458269322858873,1.1882235324823849
311,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
312,3.333333333333333,3.25,-0.7291752414261612,-0.7142787531000948,-0.014896488326066382
313,3.333333333333333,3.5,-0.7291752414261612,-0.38273057391430226,-0.34644466751185893
314,3.333333333333333,3.0,-0.7291752414261612,-1.0458269322858873,0.3166516908597261
315,4.0,4.0,0.14239660019649758,0.2803657844572827,-0.13796918426078514
316,3.333333333333333,3.5,-0.7291752414261612,-0.38273057391430226,-0.34644466751185893
317,2.333333333333333,3.25,-2.0365330038601486,-0.7142787531000948,-1.3222542507600537
318,3.6666666666666665,3.25,-0.2933893206148318,-0.7142787531000948,0.420889432485263
319,2.6666666666666665,3.0,-1.6007470830488193,-1.0458269322858873,-0.554920150762932
320,3.0,2.75,-1.16496116223749,-1.3773751114716797,0.21241394923418966
321,3.6666666666666665,3.5,-0.2933893206148318,-0.38273057391430226,0.08934125329947046
322,4.0,3.5,0.14239660019649758,-0.38273057391430226,0.5251271741107999
323,3.6666666666666665,4.0,-0.2933893206148318,0.2803657844572827,-0.5737551050721146
324,2.6666666666666665,3.0,-1.6007470830488193,-1.0458269322858873,-0.554920150762932
325,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
326,4.0,3.5,0.14239660019649758,-0.38273057391430226,0.5251271741107999
327,3.6666666666666665,3.5,-0.2933893206148318,-0.38273057391430226,0.08934125329947046
328,4.0,3.75,0.14239660019649758,-0.05118239472850978,0.19357899492500735
329,3.333333333333333,3.0,-0.7291752414261612,-1.0458269322858873,0.3166516908597261
330,3.333333333333333,2.75,-0.7291752414261612,-1.3773751114716797,0.6481998700455185
331,4.0,3.5,0.14239660019649758,-0.38273057391430226,0.5251271741107999
332,3.0,3.0,-1.16496116223749,-1.0458269322858873,-0.11913422995160272
333,2.6666666666666665,2.25,-1.6007470830488193,-2.040471469843265,0.4397243867944456
334,2.333333333333333,1.75,-2.0365330038601486,-2.7035678282148496,0.6670348243547011
335,1.6666666666666667,1.75,-2.9081048454828062,-2.7035678282148496,-0.2045370172679566
336,2.0,1.5,-2.4723189246714776,-3.0351160074006422,0.5627970827291646
337,2.333333333333333,1.75,-2.0365330038601486,-2.7035678282148496,0.6670348243547011
338,2.0,2.0,-2.4723189246714776,-2.372019649029057,-0.10029927564242058
339,2.0,2.0,-2.4723189246714776,-2.372019649029057,-0.10029927564242058
340,2.333333333333333,2.75,-2.0365330038601486,-1.3773751114716797,-0.6591578923884689
341,1.6666666666666667,1.75,-2.9081048454828062,-2.7035678282148496,-0.2045370172679566
342,2.0,2.0,-2.4723189246714776,-2.372019649029057,-0.10029927564242058
343,2.6666666666666665,2.25,-1.6007470830488193,-2.040471469843265,0.4397243867944456
