respondent,max_posterior
248,0.857026762350012
249,0.7970566394739671
250,0.857026762350012
251,0.8815335041699437
252,0.9517026783720948
253,0.999977782294173
254,0.857026762350012
255,0.857026762350012
256,0.9252968743678996
257,0.999809448009515
258,0.9414205223147823
259,0.9252968743678996
260,0.9999158604011552
261,0.999956267006722
262,0.9999964605881364
263,0.7970566394739671
264,0.9999895060089816
265,0.9581676380353364
266,0.6723642805197685
267,0.9999064567321856
268,0.9999158604011552
269,0.9881329636505386
270,0.5320591205995429
271,0.9612737587573726
272,0.9988161379559544
273,0.8259512341149247
274,0.9998372206426204
275,0.5274361772357831
276,0.9998496432947712
277,0.9999460358003716
278,0.9988161379559544
279,0.9668691111472628
280,0.9998180824356884
281,0.9984954250511128
282,0.9998372206426204
283,0.9998372206426204
284,0.9998372206426204
285,0.9998667955877588
286,0.9517026783720948
287,0.9997784631072436
288,0.9503743091455186
289,0.8813838224988582
290,0.5274361772357831
291,0.9998496432947712
292,0.9966230749405336
293,0.9999460358003716
294,0.9987403447790472
295,0.9997584183494967
296,0.9998372206426204
297,0.9998372206426204
298,0.9998372206426204
299,0.9998372206426204
300,0.9914832902556614
301,0.5274361772357831
302,0.5899529839996792
303,0.9517026783720948
304,0.5899529839996792
305,0.9517026783720948
306,0.9997602663019958
307,0.9517026783720948
308,0.9517026783720948
309,0.9998422206610154
310,0.9997602663019958
311,0.9998372206426204
312,0.5320591205995429
313,0.5621139742411533
314,0.5247698596114115
315,0.9998372206426204
316,0.5621139742411533
317,0.9291275497366738
318,0.9612737587573726
319,0.7970566394739671
320,0.9581676380353364
321,0.9503743091455186
322,0.9998339782328896
323,0.9355318701974386
324,0.7970566394739671
325,0.9517026783720948
326,0.9998339782328896
327,0.9503743091455186
328,0.9998422206610154
329,0.5247698596114115
330,0.540798652428411
331,0.9998339782328896
332,0.9517026783720948
333,0.882535428242706
334,0.5518894477100067
335,0.9994720501975728
336,0.9624325858447808
337,0.5518894477100067
338,0.9662561720825942
339,0.9662561720825942
340,0.7228504799778805
341,0.9994720501975728
342,0.9662561720825942
343,0.882535428242706
344,0.5518894477100067
345,0.9662561720825942
346,0.8815335041699437
347,0.5518894477100067
348,0.9763433778022172
349,0.99933321346717
350,0.5518894477100067
351,0.9662561720825942
352,0.5518894477100067
353,0.999821897234023
354,0.999894351939553
355,0.999809448009515
356,0.9997602663019958
357,0.5247698596114115
358,0.5320591205995429
359,0.9998422206610154
360,0.9998339782328896
361,0.9999158604011552
362,0.9503743091455186
363,0.9988161379559544
364,0.5274361772357831
365,0.9997784631072436
366,0.9503743091455186
367,0.9503743091455186
368,0.9998422206610154
369,0.5320591205995429
370,0.9997602663019958
371,0.9983132080289716
372,0.9612737587573726
373,0.9996681166380464
374,0.9517026783720948
375,0.9326736070737094
376,0.9999460358003716
377,0.9999979258846564
378,0.5621139742411533
379,0.9355318701974386
380,0.9999943118642458
381,0.9988161379559544
382,0.999977782294173
383,0.9999064567321856
384,0.999809448009515
385,0.9414205223147823
386,0.9998372206426204
387,0.9999064567321856
388,0.9999895060089816
389,0.9999895060089816
390,0.9987403447790472
391,0.9998496432947712
392,0.5320591205995429
393,0.9355318701974386
394,0.9503743091455186
395,0.999289085729842
396,0.9517026783720948
397,0.9414205223147823
398,0.9036937099919988
399,0.5247698596114115
400,0.9998667955877588
401,0.9998667955877588
402,0.9998667955877588
403,0.9517026783720948
404,0.5320591205995429
405,0.9998422206610154
406,0.9998422206610154
407,0.9999158604011552
408,0.9517026783720948
409,0.5274361772357831
410,0.999939520317123
411,0.9517026783720948
412,0.9999382526254031
413,0.9998372206426204
414,0.9999974713452912
415,0.9998372206426204
416,0.999809448009515
417,0.9999943118642458
418,0.9998180824356884
419,0.9999895060089816
420,0.9999895060089816
421,0.999809448009515
422,0.9998372206426204
423,0.9999220682050702
424,0.9998667955877588
425,0.9998339782328896
426,0.9999045483249754
427,0.6723642805197685
428,0.6117843493999806
429,0.9998954138756708
430,0.5621139742411533
431,0.9881329636505386
432,0.9517026783720948
433,0.9814712657884456
434,0.9999964605881364
435,0.9999460358003716
436,0.9999467960707928
437,0.9722080137650292
438,0.9722080137650292
439,0.5247698596114115
440,0.9612737587573726
441,0.5788699258516662
442,0.9814712657884456
443,0.5320591205995429
444,0.6117843493999806
445,0.9814712657884456
446,0.9722080137650292
447,0.9722080137650292
448,0.999809448009515
449,0.9722080137650292
450,0.9722080137650292
451,0.9814712657884456
452,0.9722080137650292
453,0.9612737587573726
454,0.9998496432947712
455,0.6723642805197685
456,0.5621139742411533
457,0.9998667955877588
458,0.5247698596114115
459,0.857026762350012
460,0.9999158604011552
461,0.6723642805197685
462,0.9998422206610154
463,0.540798652428411
464,0.8815335041699437
465,0.5214879026317375
466,0.5320591205995429
467,0.9503743091455186
468,0.9517026783720948
469,0.9999943118642458
470,0.9998339782328896
471,0.9814712657884456
472,0.5320591205995429
473,0.9998372206426204
474,0.9998372206426204
475,0.9999158604011552
476,0.5621139742411533
477,0.9998180824356884
478,0.9999158604011552
479,0.9999064567321856
480,0.999939520317123
481,0.6117843493999806
482,0.5274361772357831
483,0.9998372206426204
484,0.5274361772357831
485,0.9998372206426204
486,0.9987403447790472
487,0.9414205223147823
488,0.9503743091455186
489,0.9998339782328896
490,0.6117843493999806
491,0.5274361772357831
492,0.9999382526254031
493,0.8815335041699437
494,0.9999220682050702
495,0.5274361772357831
496,0.9996980195456996
497,0.9517026783720948
498,0.5274361772357831
499,0.9998372206426204
500,0.9355318701974386
501,0.9999999913593528
502,0.840601304499401
503,0.9999220682050702
504,0.9517026783720948
505,0.9998496432947712
506,0.9998372206426204
507,0.5247698596114115
508,0.9998496432947712
509,0.9996980195456996
510,0.9999064567321856
511,0.9997784631072436
512,0.6766883991470057
513,0.9998422206610154
514,0.6342517482752741
515,0.9998339782328896
516,0.9999895060089816
517,0.999894351939553
518,0.9414205223147823
519,0.9999220682050702
520,0.999977782294173
521,0.9998372206426204
522,0.840601304499401
523,0.9814712657884456
524,0.9999158604011552
525,0.5243297920648273
526,0.9998339782328896
527,0.9997784631072436
528,0.9581676380353364
529,0.9722080137650292
530,0.9997602663019958
531,0.6723642805197685
532,0.9997584183494967
533,0.9998339782328896
534,0.9503743091455186
535,0.5320591205995429
536,0.9999943118642458
537,0.725841972907865
538,0.9414205223147823
539,0.9998667955877588
540,0.5621139742411533
541,0.9999158604011552
542,0.9503743091455186
543,0.9998422206610154
544,0.9998339782328896
545,0.9984954250511128
546,0.5274361772357831
547,0.5274361772357831
548,0.5274361772357831
549,0.5274361772357831
550,0.5274361772357831
551,0.5274361772357831
552,0.9999942339510324
553,0.7970566394739671
554,0.9999999913593528
555,0.9999942339510324
556,0.9999999999998384
557,0.943594081749102
558,0.9127822544198724
559,0.9999647085993574
560,0.9997602663019958
561,0.8884907451716046
562,0.9996599849607064
563,0.9976625183067532
564,0.9999999913593528
565,0.9998180824356884
566,0.9998372206426204
567,0.9503743091455186
568,0.9998422206610154
569,0.9998422206610154
570,0.9998422206610154
571,0.9998372206426204
572,0.9998372206426204
573,0.9998372206426204
574,0.9998372206426204
575,0.9998372206426204
576,0.9998372206426204
577,0.9998372206426204
578,0.9517026783720948
579,0.9998372206426204
580,0.9998372206426204
581,0.9998372206426204
582,0.9998372206426204
583,0.9998372206426204
584,0.9998372206426204
585,0.9998372206426204
586,0.6117843493999806
587,0.999809448009515
588,0.9998422206610154
589,0.9998422206610154
590,0.9998339782328896
591,0.9414205223147823
592,0.9998372206426204
593,0.6117843493999806
594,0.9997784631072436
595,0.6117843493999806
596,0.9996980195456996
597,0.9997584183494967
598,0.9036937099919988
599,0.8259512341149247
600,0.5274361772357831
601,0.9984954250511128
602,0.8259512341149247
603,0.9997784631072436
604,0.9996980195456996
605,0.6117843493999806
606,0.9517026783720948
607,0.9517026783720948
608,0.9999158604011552
609,0.9414205223147823
610,0.9997584183494967
611,0.9414205223147823
612,0.9998667955877588
613,0.9999158604011552
614,0.9414205223147823
615,0.9998667955877588
616,0.9999158604011552
617,0.999977782294173
618,0.9998422206610154
619,0.9999158604011552
620,0.9998339782328896
621,0.9988161379559544
622,0.999956267006722
623,0.9999382526254031
624,0.9998667955877588
625,0.9612737587573726
626,0.9612737587573726
627,0.9355318701974386
628,0.9984954250511128
629,0.9414205223147823
630,0.999500540877914
631,0.9999974713452912
632,0.9996980195456996
633,0.8815335041699437
634,0.9252968743678996
635,0.9998339782328896
636,0.9355318701974386
637,0.9998667955877588
638,0.9998954138756708
639,0.9814712657884456
640,0.9999382526254031
641,0.999809448009515
642,0.9999460358003716
643,0.9997584183494967
644,0.9326736070737094
645,0.9988161379559544
646,0.9998422206610154
647,0.8884907451716046
648,0.9999158604011552
649,0.9997584183494967
650,0.9998372206426204
651,0.9988161379559544
652,0.9517026783720948
653,0.9612737587573726
654,0.9994933100363383
655,0.9503743091455186
656,0.9503743091455186
657,0.9252968743678996
658,0.9999999913593528
659,0.691082786919423
660,0.9998180824356884
661,0.999946443489236
662,0.9999895060089816
663,0.9999895060089816
664,0.9517026783720948
665,0.999939520317123
666,0.9999460358003716
667,0.9999943118642458
668,0.999977782294173
669,0.9998180824356884
670,0.999977782294173
671,0.9999460358003716
672,0.9998422206610154
673,0.9999980469226109
674,0.9999382526254031
675,0.5274361772357831
676,0.999809448009515
677,0.5274361772357831
678,0.5274361772357831
679,0.9998372206426204
680,0.5274361772357831
681,0.5274361772357831
682,0.5274361772357831
683,0.5274361772357831
684,0.5274361772357831
685,0.5274361772357831
686,0.5274361772357831
687,0.9999220682050702
688,0.9997784631072436
689,0.999939520317123
690,0.9984954250511128
691,0.9998372206426204
692,0.9997784631072436
693,0.5274361772357831
694,0.9999158604011552
695,0.9414205223147823
696,0.9998372206426204
697,0.9999220682050702
698,0.9998667955877588
699,0.9997584183494967
700,0.9999064567321856
701,0.5320591205995429
702,0.9998422206610154
703,0.9252968743678996
704,0.9984954250511128
705,0.9998667955877588
706,0.9998372206426204
707,0.9997584183494967
708,0.9414205223147823
709,0.9252968743678996
710,0.9998422206610154
711,0.9998180824356884
712,0.9998372206426204
713,0.9998372206426204
714,0.9999943118642458
715,0.9999895060089816
716,0.9999220682050702
717,0.5621139742411533
718,0.9998372206426204
719,0.9414205223147823
720,0.9814712657884456
721,0.9998667955877588
722,0.9998180824356884
723,0.9503743091455186
724,0.9998372206426204
725,0.9998372206426204
726,0.8884907451716046
727,0.5621139742411533
728,0.9998667955877588
729,0.9999220682050702
730,0.9999381848299358
731,0.5274361772357831
732,0.5274361772357831
733,0.9999964605881364
734,0.9999158604011552
735,0.9984954250511128
736,0.999946443489236
737,0.9999999967324767
738,0.9999467960707928
739,0.9722080137650292
740,0.9998180824356884
741,0.9999382526254031
742,0.9999964605881364
743,0.999939520317123
744,0.5274361772357831
745,0.5320591205995429
746,0.999977782294173
747,0.999891084108327
748,0.9987403447790472
749,0.6766883991470057
750,0.5274361772357831
751,0.8884907451716046
752,0.9503743091455186
753,0.9414205223147823
754,0.882535428242706
755,0.9998422206610154
756,0.9996980195456996
757,0.5788699258516662
758,0.9987403447790472
759,0.9998667955877588
760,0.9991465515313372
761,0.8884907451716046
762,0.9999064567321856
763,0.999946443489236
764,0.9999460358003716
765,0.5274361772357831
766,0.9414205223147823
767,0.999956267006722
768,0.9503743091455186
769,0.9503743091455186
770,0.9997584183494967
771,0.9997784631072436
772,0.5320591205995429
773,0.9036937099919988
774,0.9317669571278138
775,0.9355318701974386
776,0.9355318701974386
777,0.6117843493999806
778,0.7893723510538334
779,0.9355318701974386
780,0.7435360027523269
781,0.5320591205995429
782,0.6117843493999806
783,0.9503743091455186
784,0.5899529839996792
785,0.6117843493999806
786,0.5621139742411533
787,0.6723642805197685
788,0.9355318701974386
789,0.5247698596114115
790,0.9252968743678996
791,0.9988161379559544
792,0.7893723510538334
793,0.9998422206610154
794,0.5621139742411533
795,0.9317669571278138
796,0.7435360027523269
797,0.9983132080289716
798,0.725841972907865
799,0.9355318701974386
800,0.9414205223147823
801,0.725841972907865
802,0.6132924834221374
803,0.7435360027523269
804,0.999946443489236
805,0.9998372206426204
806,0.9998422206610154
807,0.9999382526254031
808,0.9998667955877588
809,0.999939520317123
810,0.9997584183494967
811,0.9722080137650292
812,0.9999064567321856
813,0.9999064567321856
814,0.9987403447790472
815,0.9987403447790472
816,0.999956267006722
817,0.9987403447790472
818,0.9355318701974386
819,0.999956267006722
820,0.9998339782328896
821,0.998564607522196
822,0.9991465515313372
823,0.999500540877914
824,0.9999381848299358
825,0.9999467960707928
826,0.9997602663019958
827,0.9722080137650292
828,0.5274361772357831
829,0.5274361772357831
830,0.9997602663019958
831,0.9999381848299358
832,0.9999199017237396
833,0.9999045483249754
834,0.9559594554209702
835,0.9503743091455186
836,0.9988161379559544
837,0.5621139742411533
838,0.9722080137650292
839,0.999809448009515
840,0.9517026783720948
841,0.9998372206426204
842,0.9999460358003716
843,0.999891084108327
844,0.9996681166380464
845,0.9517026783720948
846,0.9517026783720948
847,0.999977782294173
848,0.9612737587573726
849,0.9998372206426204
850,0.9984954250511128
851,0.5247698596114115
852,0.9503743091455186
853,0.5320591205995429
854,0.857026762350012
855,0.8815335041699437
856,0.6132924834221374
857,0.5320591205995429
858,0.9581676380353364
859,0.5320591205995429
860,0.9612737587573726
861,0.9998372206426204
862,0.9559594554209702
863,0.9998422206610154
864,0.9999158604011552
865,0.9999220682050702
866,0.999500540877914
867,0.9612737587573726
868,0.9998422206610154
869,0.9998339782328896
870,0.9998667955877588
871,0.9999045483249754
872,0.9414205223147823
873,0.9999460358003716
874,0.725841972907865
875,0.999956267006722
876,0.9999158604011552
877,0.999939520317123
878,0.999939520317123
879,0.9999895060089816
880,0.9999460358003716
881,0.9503743091455186
882,0.9998422206610154
883,0.9503743091455186
884,0.9998422206610154
885,0.9998422206610154
886,0.9722080137650292
887,0.9998339782328896
888,0.9355318701974386
889,0.9503743091455186
890,0.9997584183494967
891,0.9997584183494967
892,0.9999943118642458
893,0.9998667955877588
894,0.999894351939553
895,0.9998372206426204
896,0.9999064567321856
897,0.9998954138756708
898,0.9988161379559544
899,0.9999999967324767
900,0.6132924834221374
901,0.9998422206610154
902,0.9998372206426204
903,0.9999979258846564
904,0.9998372206426204
905,0.9517026783720948
906,0.860530085866071
907,0.5247698596114115
908,0.9517026783720948
909,0.9517026783720948
910,0.9998372206426204
911,0.9999382526254031
912,0.999939520317123
913,0.9326736070737094
914,0.9998372206426204
915,0.9763433778022172
916,0.5621139742411533
917,0.6723642805197685
918,0.943594081749102
919,0.9998372206426204
920,0.5621139742411533
921,0.9998339782328896
922,0.9998339782328896
923,0.9999943118642458
924,0.5621139742411533
925,0.9036937099919988
926,0.9998372206426204
927,0.9998372206426204
928,0.9966230749405336
929,0.999977782294173
930,0.999809448009515
931,0.9999460358003716
932,0.725841972907865
933,0.9998180824356884
934,0.9997784631072436
935,0.5788699258516662
936,0.5621139742411533
937,0.9517026783720948
938,0.9414205223147823
939,0.5788699258516662
940,0.8884907451716046
941,0.9997602663019958
942,0.999809448009515
943,0.9517026783720948
944,0.9999158604011552
945,0.9159954855911512
946,0.7893723510538334
947,0.9998339782328896
948,0.6705210906335481
949,0.6117843493999806
950,0.9503743091455186
951,0.6766883991470057
952,0.9999974713452912
953,0.8813838224988582
954,0.5899529839996792
955,0.9984954250511128
956,0.7435360027523269
957,0.9999979258846564
958,0.8884907451716046
959,0.6723642805197685
960,0.9036937099919988
961,0.998564607522196
962,0.9997584183494967
963,0.9999943118642458
964,0.9998422206610154
965,0.9988161379559544
966,0.9988161379559544
967,0.9999895060089816
968,0.5621139742411533
969,0.9252968743678996
970,0.9997584183494967
971,0.9355318701974386
972,0.9998422206610154
973,0.9998180824356884
974,0.9317669571278138
975,0.9998372206426204
976,0.725841972907865
977,0.9999895060089816
978,0.9999943118642458
979,0.9999943118642458
980,0.9999974713452912
981,0.9503743091455186
982,0.9317669571278138
983,0.9999943118642458
984,0.9988161379559544
985,0.8815335041699437
986,0.9503743091455186
987,0.999500540877914
988,0.9998496432947712
989,0.9997584183494967
990,0.9865110376838336
991,0.9127822544198724
992,0.9517026783720948
993,0.9763433778022172
994,0.9998180824356884
995,0.999977782294173
996,0.7228504799778805
997,0.9999382526254031
998,0.9999158604011552
999,0.8259512341149247
1000,0.9998372206426204
1001,0.9317669571278138
1002,0.999977782294173
1003,0.9999158604011552
1004,0.9998667955877588
1005,0.9503743091455186
1006,0.6117843493999806
1007,0.9414205223147823
1008,0.9999460358003716
1009,0.999500540877914
1010,0.9998180824356884
1011,0.9999382526254031
1012,0.9999467960707928
1013,0.9998339782328896
1014,0.9998372206426204
1015,0.9865110376838336
1016,0.9998422206610154
1017,0.9998667955877588
1018,0.9997584183494967
1019,0.857026762350012
1020,0.540798652428411
1021,0.8815335041699437
1022,0.999500540877914
1023,0.9999158604011552
1024,0.6723642805197685
1025,0.5274361772357831
1026,0.8259512341149247
1027,0.9983132080289716
1028,0.999500540877914
1029,0.9987403447790472
1030,0.8259512341149247
1031,0.999809448009515
1032,0.9997584183494967
1033,0.9326736070737094
1034,0.7893723510538334
1035,0.9984954250511128
1036,0.5274361772357831
1037,0.9998372206426204
1038,0.9517026783720948
1039,0.860530085866071
1040,0.5247698596114115
1041,0.9517026783720948
1042,0.9517026783720948
1043,0.9998372206426204
1044,0.9999382526254031
1045,0.999939520317123
1046,0.9326736070737094
1047,0.9998372206426204
1048,0.9763433778022172
1049,0.5621139742411533
1050,0.6723642805197685
1051,0.943594081749102
1052,0.9998372206426204
1053,0.5621139742411533
1054,0.9998339782328896
1055,0.9998339782328896
1056,0.9999943118642458
1057,0.5621139742411533
1058,0.9036937099919988
1059,0.9998372206426204
1060,0.9998372206426204
1061,0.9966230749405336
1062,0.999977782294173
1063,0.999809448009515
1064,0.9999460358003716
1065,0.725841972907865
1066,0.9998180824356884
1067,0.9997784631072436
1068,0.5788699258516662
1069,0.5621139742411533
1070,0.9517026783720948
1071,0.9414205223147823
1072,0.5788699258516662
1073,0.8884907451716046
1074,0.9997602663019958
1075,0.999809448009515
1076,0.9517026783720948
1077,0.9999158604011552
1078,0.9159954855911512
1079,0.7893723510538334
1080,0.9998339782328896
1081,0.6705210906335481
1082,0.6117843493999806
1083,0.9503743091455186
1084,0.6766883991470057
1085,0.9999974713452912
1086,0.8813838224988582
1087,0.5899529839996792
1088,0.9984954250511128
1089,0.7435360027523269
1090,0.9999979258846564
1091,0.8884907451716046
1092,0.6723642805197685
1093,0.9036937099919988
1094,0.998564607522196
1095,0.9997584183494967
1096,0.9999943118642458
1097,0.9998422206610154
1098,0.9988161379559544
1099,0.9988161379559544
1100,0.9999895060089816
1101,0.5621139742411533
1102,0.9252968743678996
1103,0.9997584183494967
1104,0.9355318701974386
1105,0.9998422206610154
1106,0.9998180824356884
1107,0.9317669571278138
1108,0.9998372206426204
1109,0.725841972907865
1110,0.9999895060089816
1111,0.9999943118642458
1112,0.9999943118642458
1113,0.9999974713452912
1114,0.9503743091455186
1115,0.9317669571278138
1116,0.9999943118642458
1117,0.9988161379559544
1118,0.8815335041699437
1119,0.9503743091455186
1120,0.999500540877914
1121,0.9998496432947712
1122,0.9997584183494967
1123,0.9865110376838336
1124,0.9127822544198724
1125,0.9517026783720948
1126,0.9763433778022172
1127,0.9998180824356884
1128,0.999977782294173
1129,0.7228504799778805
1130,0.9999382526254031
1131,0.9999158604011552
1132,0.8259512341149247
1133,0.9998372206426204
1134,0.9317669571278138
1135,0.999977782294173
1136,0.9999158604011552
1137,0.9998667955877588
1138,0.9503743091455186
1139,0.6117843493999806
1140,0.9414205223147823
1141,0.9999460358003716
1142,0.999500540877914
1143,0.9998180824356884
1144,0.9999382526254031
1145,0.9999467960707928
1146,0.9998339782328896
1147,0.9998372206426204
1148,0.9865110376838336
1149,0.9998422206610154
1150,0.9998667955877588
1151,0.9997584183494967
1152,0.857026762350012
1153,0.540798652428411
1154,0.8815335041699437
1155,0.999500540877914
1156,0.9999158604011552
1157,0.6723642805197685
1158,0.5274361772357831
1159,0.8259512341149247
1160,0.9983132080289716
1161,0.999500540877914
1162,0.9987403447790472
1163,0.8259512341149247
1164,0.999809448009515
1165,0.9997584183494967
